"state"	"variable"	"value"
"TEXAS"	"1942"	522.396066160036
"UTAH"	"1942"	2722.26086956522
"VERMONT"	"1942"	1145.48104956268
"VIRGINIA"	"1942"	154.476629361422
"WASHINGTON"	"1942"	683.955812730142
"WEST VIRGINIA"	"1942"	287.602403058438
"WISCONSIN"	"1942"	771.372420569931
"WYOMING"	"1942"	652.988047808765
"ALABAMA"	"1943"	133.184011026878
"ARIZONA"	"1943"	144.797687861272
"ARKANSAS"	"1943"	155.561584373304
"CALIFORNIA"	"1943"	236.221490712438
"COLORADO"	"1943"	1061.31830008673
"CONNECTICUT"	"1943"	557.8125
"DELAWARE"	"1943"	607.446808510638
"DISTRICT OF COLUMBIA"	"1943"	239
"FLORIDA"	"1943"	53.4883720930233
"GEORGIA"	"1943"	127.026194144838
"IDAHO"	"1943"	654.6
"ILLINOIS"	"1943"	354.876948846798
"INDIANA"	"1943"	281.15395766889
"IOWA"	"1943"	243.101970865467
"KANSAS"	"1943"	548.552338530067
"KENTUCKY"	"1943"	401.745265503156
"LOUISIANA"	"1943"	100.779727095517
"MAINE"	"1943"	268.982630272953
"MARYLAND"	"1943"	167.687888942078
"MASSACHUSETTS"	"1943"	780.949025135072
"MICHIGAN"	"1943"	834.930619796485
"MINNESOTA"	"1943"	366.74427629026
"MISSISSIPPI"	"1943"	NA
"MISSOURI"	"1943"	195.789473684211
"MONTANA"	"1943"	1171.75257731959
"NEBRASKA"	"1943"	399.355358581789
"NEVADA"	"1943"	347.682119205298
"NEW HAMPSHIRE"	"1943"	218.181818181818
"NEW JERSEY"	"1943"	995.504022716517
"NEW MEXICO"	"1943"	82.3970037453184
"NEW YORK"	"1943"	517.467010228781
"NORTH CAROLINA"	"1943"	126.792556102901
"NORTH DAKOTA"	"1943"	790.47619047619
"OHIO"	"1943"	292.064647641235
"OKLAHOMA"	"1943"	56.9614512471655
"OREGON"	"1943"	727.518427518427
"PENNSYLVANIA"	"1943"	586.47818720881
"RHODE ISLAND"	"1943"	246.578947368421
"SOUTH CAROLINA"	"1943"	147.381799694967
"SOUTH DAKOTA"	"1943"	548.722316865417
"TENNESSEE"	"1943"	211.675639300135
"TEXAS"	"1943"	212.236166571592
"UTAH"	"1943"	1129.00158478605
"VERMONT"	"1943"	2454.12844036697
"VIRGINIA"	"1943"	350.638977635783
"WASHINGTON"	"1943"	803.453379378392
"WEST VIRGINIA"	"1943"	119.414129810454
"WISCONSIN"	"1943"	1358.52687458527
"WYOMING"	"1943"	1143.31983805668
"ALABAMA"	"1944"	256.923625981442
"ARIZONA"	"1944"	760.819672131148
"ARKANSAS"	"1944"	213.800904977376
"CALIFORNIA"	"1944"	654.197875908329
"COLORADO"	"1944"	526.912928759894
"CONNECTICUT"	"1944"	509.055118110236
"DELAWARE"	"1944"	110.877192982456
"DISTRICT OF COLUMBIA"	"1944"	324.971623155505
"FLORIDA"	"1944"	198.181818181818
"GEORGIA"	"1944"	168.545340050378
"IDAHO"	"1944"	195.652173913043
"ILLINOIS"	"1944"	225.650991061018
"INDIANA"	"1944"	140.581395348837
"IOWA"	"1944"	206.084311169057
"KANSAS"	"1944"	552.38898257448
"KENTUCKY"	"1944"	82.7061953629799
"LOUISIANA"	"1944"	103.11004784689
"MAINE"	"1944"	642.571785268414
"MARYLAND"	"1944"	631.728045325779
"MASSACHUSETTS"	"1944"	427.361641221374
"MICHIGAN"	"1944"	430.400585330163
"MINNESOTA"	"1944"	774.703087885986
"MISSISSIPPI"	"1944"	0
"MISSOURI"	"1944"	152.022471910112
"MONTANA"	"1944"	706.183368869936
"NEBRASKA"	"1944"	188.651315789474
"NEVADA"	"1944"	279.738562091503
"NEW HAMPSHIRE"	"1944"	119.956140350877
"NEW JERSEY"	"1944"	641.534391534392
"NEW MEXICO"	"1944"	329.791271347249
"NEW YORK"	"1944"	322.988596769085
"NORTH CAROLINA"	"1944"	695.308988764045
"NORTH DAKOTA"	"1944"	604.119850187266
"OHIO"	"1944"	545.793581960104
"OKLAHOMA"	"1944"	189.769946157611
"OREGON"	"1944"	234.549878345499
"PENNSYLVANIA"	"1944"	247.232472324723
"RHODE ISLAND"	"1944"	539.37106918239
"SOUTH CAROLINA"	"1944"	379.567678847144
"SOUTH DAKOTA"	"1944"	250.619469026549
"TENNESSEE"	"1944"	176.638772663877
"TEXAS"	"1944"	586.649214659686
"UTAH"	"1944"	181.98347107438
"VERMONT"	"1944"	700
"VIRGINIA"	"1944"	484.42118226601
"WASHINGTON"	"1944"	258.843212237094
"WEST VIRGINIA"	"1944"	515.88511137163
"WISCONSIN"	"1944"	1442.65100671141
"WYOMING"	"1944"	718.595041322314
"ALABAMA"	"1945"	12.2162162162162
"ARIZONA"	"1945"	55.8922558922559
"ARKANSAS"	"1945"	62.3155505107832
"CALIFORNIA"	"1945"	321.339897260274
"COLORADO"	"1945"	69.4444444444444
"CONNECTICUT"	"1945"	150.028264556246
"DELAWARE"	"1945"	89.8601398601399
"DISTRICT OF COLUMBIA"	"1945"	22.8310502283105
"FLORIDA"	"1945"	26.7342799188641
"GEORGIA"	"1945"	19.0125040076948
"IDAHO"	"1945"	264.299802761341
"ILLINOIS"	"1945"	92.0668333114064
"INDIANA"	"1945"	24.978114969361
"IOWA"	"1945"	54.5060658578856
"KANSAS"	"1945"	64.7602541883304
"KENTUCKY"	"1945"	58.7216018482865
"LOUISIANA"	"1945"	43.4746809386579
"MAINE"	"1945"	16.625
"MARYLAND"	"1945"	52.1946564885496
"MASSACHUSETTS"	"1945"	160.295167817186
"MICHIGAN"	"1945"	96.4018264840183
"MINNESOTA"	"1945"	14.4264879779267
"MISSISSIPPI"	"1945"	0
"MISSOURI"	"1945"	21.8714448236633
"MONTANA"	"1945"	113.207547169811
"NEBRASKA"	"1945"	67.382328654005
"NEVADA"	"1945"	69.7986577181208
"NEW HAMPSHIRE"	"1945"	33.5511982570806
"NEW JERSEY"	"1945"	40.8471275559883
"NEW MEXICO"	"1945"	46.7411545623836
"NEW YORK"	"1945"	37.2148859543817
"NORTH CAROLINA"	"1945"	32.0407585621285
"NORTH DAKOTA"	"1945"	21.6117216117216
"OHIO"	"1945"	21.5297860034702
"OKLAHOMA"	"1945"	43.7376725838264
"OREGON"	"1945"	156.32
"PENNSYLVANIA"	"1945"	114.54664770863
"RHODE ISLAND"	"1945"	26.2886597938144
"SOUTH CAROLINA"	"1945"	56.3598759048604
"SOUTH DAKOTA"	"1945"	84.8013816925734
"TENNESSEE"	"1945"	58.8255733148019
"TEXAS"	"1945"	156.445941986522
"UTAH"	"1945"	773.773265651438
"VERMONT"	"1945"	145.079365079365
"VIRGINIA"	"1945"	45.8816160350767
"WASHINGTON"	"1945"	290.933816863101
"WEST VIRGINIA"	"1945"	51.9906323185012
"WISCONSIN"	"1945"	72.5092874029044
"WYOMING"	"1945"	106.694560669456
"ALABAMA"	"1946"	136.928890415665
"ARIZONA"	"1946"	531.493506493507
"ARKANSAS"	"1946"	181.74735670562
"CALIFORNIA"	"1946"	601.527356418035
"COLORADO"	"1946"	1086.28428927681
"CONNECTICUT"	"1946"	410.073452256034
"DELAWARE"	"1946"	209.030100334448
"DISTRICT OF COLUMBIA"	"1946"	497.441601779755
"FLORIDA"	"1946"	124.83606557377
"GEORGIA"	"1946"	124.922887106724
"IDAHO"	"1946"	470.530451866405
"ILLINOIS"	"1946"	320.404659717964
"INDIANA"	"1946"	322.015126958401
"IOWA"	"1946"	173.611674098095
"KANSAS"	"1946"	715.013850415512
"KENTUCKY"	"1946"	292.792466497646
"LOUISIANA"	"1946"	127.582159624413
"MAINE"	"1946"	569.951923076923
"MARYLAND"	"1946"	525.83559168925
"MASSACHUSETTS"	"1946"	847.952825990209
"MICHIGAN"	"1946"	681.511746680286
"MINNESOTA"	"1946"	46.6715435259693
"MISSISSIPPI"	"1946"	NA
"MISSOURI"	"1946"	174.345969033636
"MONTANA"	"1946"	432.295719844358
"NEBRASKA"	"1946"	447.531847133758
"NEVADA"	"1946"	140.559440559441
"NEW HAMPSHIRE"	"1946"	241.295546558704
"NEW JERSEY"	"1946"	1260.57435440784
"NEW MEXICO"	"1946"	217.825311942959
"NEW YORK"	"1946"	649.828332586953
"NORTH CAROLINA"	"1946"	241.419320021587
"NORTH DAKOTA"	"1946"	42.9824561403509
"OHIO"	"1946"	212.047390841321
"OKLAHOMA"	"1946"	202.631578947368
"OREGON"	"1946"	482.361733931241
"PENNSYLVANIA"	"1946"	658.291100750051
"RHODE ISLAND"	"1946"	161.948051948052
"SOUTH CAROLINA"	"1946"	390.237603305785
"SOUTH DAKOTA"	"1946"	197.278911564626
"TENNESSEE"	"1946"	158.555627846454
"TEXAS"	"1946"	434.806169237182
"UTAH"	"1946"	1324.45141065831
"VERMONT"	"1946"	819.298245614035
"VIRGINIA"	"1946"	417.590286425903
"WASHINGTON"	"1946"	546.853146853147
"WEST VIRGINIA"	"1946"	141.84008762322
"WISCONSIN"	"1946"	1463.9406378276
"WYOMING"	"1946"	420.866141732283
"ALABAMA"	"1947"	125.526852481305
"ARIZONA"	"1947"	224.196018376723
"ARKANSAS"	"1947"	131.481481481481
"CALIFORNIA"	"1947"	71.5012205044752
"COLORADO"	"1947"	142.198868229588
"CONNECTICUT"	"1947"	822.928317234367
"DELAWARE"	"1947"	19.016393442623
"DISTRICT OF COLUMBIA"	"1947"	59.6846846846847
"FLORIDA"	"1947"	51.7800632911392
"GEORGIA"	"1947"	102.047677261614
"IDAHO"	"1947"	48.2758620689655
"ILLINOIS"	"1947"	90.9243495983695
"INDIANA"	"1947"	57.5019846520243
"IOWA"	"1947"	182.024711040255
"KANSAS"	"1947"	23.2595790609822
"KENTUCKY"	"1947"	22.6542989653942
"LOUISIANA"	"1947"	48.6234974796433
"MAINE"	"1947"	519.320843091335
"MARYLAND"	"1947"	47.6868327402135
"MASSACHUSETTS"	"1947"	255.633187772926
"MICHIGAN"	"1947"	141.803818301514
"MINNESOTA"	"1947"	329.041487839771
"MISSISSIPPI"	"1947"	15.3773137161841
"MISSOURI"	"1947"	29.1547464239272
"MONTANA"	"1947"	895.856873822976
"NEBRASKA"	"1947"	36.7588932806324
"NEVADA"	"1947"	18.1208053691275
"NEW HAMPSHIRE"	"1947"	50.6903353057199
"NEW JERSEY"	"1947"	253.226504980511
"NEW MEXICO"	"1947"	228.006872852234
"NEW YORK"	"1947"	104.877699899871
"NORTH CAROLINA"	"1947"	127.142478110905
"NORTH DAKOTA"	"1947"	246.712802768166
"OHIO"	"1947"	243.698896820247
"OKLAHOMA"	"1947"	7.31364275668073
"OREGON"	"1947"	67.3769287288758
"PENNSYLVANIA"	"1947"	109.013338564143
"RHODE ISLAND"	"1947"	519.716494845361
"SOUTH CAROLINA"	"1947"	158.885542168675
"SOUTH DAKOTA"	"1947"	209.484193011647
"TENNESSEE"	"1947"	59.5072646873026
"TEXAS"	"1947"	111.180292365999
"UTAH"	"1947"	78.3018867924528
"VERMONT"	"1947"	1372.5988700565
"VIRGINIA"	"1947"	244.642299281475
"WASHINGTON"	"1947"	54.9977385798281
"WEST VIRGINIA"	"1947"	153.478491768455
"WISCONSIN"	"1947"	382.769230769231
"WYOMING"	"1947"	172.093023255814
"ALABAMA"	"1948"	69.3162681037386
"ARIZONA"	"1948"	623.623188405797
"ARKANSAS"	"1948"	209.534246575342
"CALIFORNIA"	"1948"	490.212639109698
"COLORADO"	"1948"	724.228028503563
"CONNECTICUT"	"1948"	140.814299900695
"DELAWARE"	"1948"	335.25641025641
"DISTRICT OF COLUMBIA"	"1948"	307.97619047619
"FLORIDA"	"1948"	152.986811481769
"GEORGIA"	"1948"	38.2019024240565
"IDAHO"	"1948"	275.317604355717
"ILLINOIS"	"1948"	433.489242282507
"INDIANA"	"1948"	369.202992004127
"IOWA"	"1948"	354.42390876917
"KANSAS"	"1948"	58.5623678646934
"KENTUCKY"	"1948"	128.505502307419
"LOUISIANA"	"1948"	57.8967642526965
"MAINE"	"1948"	335.079726651481
"MARYLAND"	"1948"	435.88727432849
"MASSACHUSETTS"	"1948"	677.385537013265
"MICHIGAN"	"1948"	567.809431836472
"MINNESOTA"	"1948"	291.910739191074
"MISSISSIPPI"	"1948"	59.1522157996146
"MISSOURI"	"1948"	150.728407908429
"MONTANA"	"1948"	349.077490774908
"NEBRASKA"	"1948"	263.715415019763
"NEVADA"	"1948"	38.4615384615385
"NEW HAMPSHIRE"	"1948"	74.0384615384615
"NEW JERSEY"	"1948"	723.271889400922
"NEW MEXICO"	"1948"	175
"NEW YORK"	"1948"	332.530868455543
"NORTH CAROLINA"	"1948"	26.9741985926505
"NORTH DAKOTA"	"1948"	216.896551724138
"OHIO"	"1948"	286.414423565262
"OKLAHOMA"	"1948"	66.3954044997606
"OREGON"	"1948"	368.46975088968
"PENNSYLVANIA"	"1948"	308.379508117041
"RHODE ISLAND"	"1948"	48.4116899618806
"SOUTH CAROLINA"	"1948"	120.841683366733
"SOUTH DAKOTA"	"1948"	141.176470588235
"TENNESSEE"	"1948"	128.171641791045
"TEXAS"	"1948"	588.054025701547
"UTAH"	"1948"	911.485451761103
"VERMONT"	"1948"	409.74930362117
"VIRGINIA"	"1948"	192.079825381977
"WASHINGTON"	"1948"	484.745011086475
"WEST VIRGINIA"	"1948"	301.527119536598
"WISCONSIN"	"1948"	929.42063971032
"WYOMING"	"1948"	807.434944237918
"ALABAMA"	"1949"	368.866666666667
"ARIZONA"	"1949"	531.512605042017
"ARKANSAS"	"1949"	667.733188720174
"CALIFORNIA"	"1949"	320.799071297282
"COLORADO"	"1949"	557.606177606178
"CONNECTICUT"	"1949"	935.629921259842
"DELAWARE"	"1949"	234.493670886076
"DISTRICT OF COLUMBIA"	"1949"	278.562577447336
"FLORIDA"	"1949"	144.04047976012
"GEORGIA"	"1949"	288.691729323308
"IDAHO"	"1949"	511.052631578947
"ILLINOIS"	"1949"	65.916955017301
"INDIANA"	"1949"	100.151591712986
"IOWA"	"1949"	87.0054305663305
"KANSAS"	"1949"	882.285714285714
"KENTUCKY"	"1949"	294.594594594595
"LOUISIANA"	"1949"	51.5945330296128
"MAINE"	"1949"	1108.85935769657
"MARYLAND"	"1949"	740.231859167024
"MASSACHUSETTS"	"1949"	556.865640160304
"MICHIGAN"	"1949"	312.081490840177
"MINNESOTA"	"1949"	114.446337308348
"MISSISSIPPI"	"1949"	106.762589928058
"MISSOURI"	"1949"	203.760947964967
"MONTANA"	"1949"	676.09841827768
"NEBRASKA"	"1949"	207.987711213518
"NEVADA"	"1949"	60.5095541401274
"NEW HAMPSHIRE"	"1949"	230.581613508443
"NEW JERSEY"	"1949"	705.113520147269
"NEW MEXICO"	"1949"	671.428571428571
"NEW YORK"	"1949"	353.075476766049
"NORTH CAROLINA"	"1949"	442.495525441064
"NORTH DAKOTA"	"1949"	245.896147403685
"OHIO"	"1949"	268.267904176596
"OKLAHOMA"	"1949"	354.061757719715
"OREGON"	"1949"	684.346610761705
"PENNSYLVANIA"	"1949"	483.965351299326
"RHODE ISLAND"	"1949"	561.67290886392
"SOUTH CAROLINA"	"1949"	453.080335140463
"SOUTH DAKOTA"	"1949"	157.369255150555
"TENNESSEE"	"1949"	252.750309023486
"TEXAS"	"1949"	749.481831300013
"UTAH"	"1949"	526.527570789866
"VERMONT"	"1949"	1711.38211382114
"VIRGINIA"	"1949"	649.362089914945
"WASHINGTON"	"1949"	551.176983435048
"WEST VIRGINIA"	"1949"	188.445595854922
"WISCONSIN"	"1949"	1171.09997051017
"WYOMING"	"1949"	201.4440433213
"ALABAMA"	"1950"	49.1497710922171
"ARIZONA"	"1950"	316.005291005291
"ARKANSAS"	"1950"	91.1425576519916
"CALIFORNIA"	"1950"	136.892385501545
"COLORADO"	"1950"	391.77358490566
"CONNECTICUT"	"1950"	189.980158730159
"DELAWARE"	"1950"	194.704049844237
"DISTRICT OF COLUMBIA"	"1950"	211.538461538462
"FLORIDA"	"1950"	83.4163701067616
"GEORGIA"	"1950"	60.1792943898207
"IDAHO"	"1950"	320.847457627119
"ILLINOIS"	"1950"	200.354772259098
"INDIANA"	"1950"	169.422737585077
"IOWA"	"1950"	399.466666666667
"KANSAS"	"1950"	91.0751565762004
"KENTUCKY"	"1950"	162.636239782016
"LOUISIANA"	"1950"	28.3648498331479
"MAINE"	"1950"	106.106870229008
"MARYLAND"	"1950"	61.5711252653928
"MASSACHUSETTS"	"1950"	264.724711907811
"MICHIGAN"	"1950"	574.481036366474
"MINNESOTA"	"1950"	125.158491825158
"MISSISSIPPI"	"1950"	99.0808823529412
"MISSOURI"	"1950"	58.0474268415742
"MONTANA"	"1950"	300.168634064081
"NEBRASKA"	"1950"	275.282592313489
"NEVADA"	"1950"	67.9012345679012
"NEW HAMPSHIRE"	"1950"	29.8872180451128
"NEW JERSEY"	"1950"	599.486863711002
"NEW MEXICO"	"1950"	135.413642960813
"NEW YORK"	"1950"	200.437268752102
"NORTH CAROLINA"	"1950"	118.559488692232
"NORTH DAKOTA"	"1950"	63.6510500807754
"OHIO"	"1950"	161.791979949875
"OKLAHOMA"	"1950"	27.5011215791835
"OREGON"	"1950"	49.2819843342037
"PENNSYLVANIA"	"1950"	165.365946511849
"RHODE ISLAND"	"1950"	28.6259541984733
"SOUTH CAROLINA"	"1950"	89.3043066729768
"SOUTH DAKOTA"	"1950"	102.595419847328
"TENNESSEE"	"1950"	99.5475113122172
"TEXAS"	"1950"	172.183641975309
"UTAH"	"1950"	866.522988505747
"VERMONT"	"1950"	156.728232189974
"VIRGINIA"	"1950"	83.710407239819
"WASHINGTON"	"1950"	140.427314620863
"WEST VIRGINIA"	"1950"	274.0777666999
"WISCONSIN"	"1950"	541.623036649215
"WYOMING"	"1950"	210
"ALABAMA"	"1951"	102.778685845047
"ARIZONA"	"1951"	1331.71974522293
"ARKANSAS"	"1951"	401.104681746449
"CALIFORNIA"	"1951"	541.063409376684
"COLORADO"	"1951"	889.21568627451
"CONNECTICUT"	"1951"	225.936883629191
"DELAWARE"	"1951"	202.416918429003
"DISTRICT OF COLUMBIA"	"1951"	179.826732673267
"FLORIDA"	"1951"	74.8657718120805
"GEORGIA"	"1951"	205.635797224582
"IDAHO"	"1951"	358.064516129032
"ILLINOIS"	"1951"	185.551763367463
"INDIANA"	"1951"	101.3916015625
"IOWA"	"1951"	103.591899121131
"KANSAS"	"1951"	572.205128205128
"KENTUCKY"	"1951"	290.81944916695
"LOUISIANA"	"1951"	76.3452509931383
"MAINE"	"1951"	192.576419213974
"MARYLAND"	"1951"	268.291683736174
"MASSACHUSETTS"	"1951"	307.735281478298
"MICHIGAN"	"1951"	218.623980298599
"MINNESOTA"	"1951"	92.9900332225914
"MISSISSIPPI"	"1951"	89.1816920943135
"MISSOURI"	"1951"	188.567870485679
"MONTANA"	"1951"	414.597315436242
"NEBRASKA"	"1951"	41.7173252279635
"NEVADA"	"1951"	175.595238095238
"NEW HAMPSHIRE"	"1951"	196.40831758034
"NEW JERSEY"	"1951"	390.251697962445
"NEW MEXICO"	"1951"	289.958158995816
"NEW YORK"	"1951"	240.61114842176
"NORTH CAROLINA"	"1951"	79.8300970873786
"NORTH DAKOTA"	"1951"	424.834437086093
"OHIO"	"1951"	291.514700409378
"OKLAHOMA"	"1951"	358.009049773756
"OREGON"	"1951"	616.966580976864
"PENNSYLVANIA"	"1951"	294.924003441354
"RHODE ISLAND"	"1951"	112.117346938776
"SOUTH CAROLINA"	"1951"	34.2408860175358
"SOUTH DAKOTA"	"1951"	106.717557251908
"TENNESSEE"	"1951"	80.6346381969158
"TEXAS"	"1951"	796.079398347923
"UTAH"	"1951"	329.745042492918
"VERMONT"	"1951"	1071.95767195767
"VIRGINIA"	"1951"	406.930693069307
"WASHINGTON"	"1951"	719.47194719472
"WEST VIRGINIA"	"1951"	226.360887096774
"WISCONSIN"	"1951"	940.418726373946
"WYOMING"	"1951"	731.27147766323
"ALABAMA"	"1952"	387.157757496741
"ARIZONA"	"1952"	298.693586698337
"ARKANSAS"	"1952"	158.324265505985
"CALIFORNIA"	"1952"	319.974215728406
"COLORADO"	"1952"	307.399267399267
"CONNECTICUT"	"1952"	1252.61893320519
"DELAWARE"	"1952"	111.730205278592
"DISTRICT OF COLUMBIA"	"1952"	314.534161490683
"FLORIDA"	"1952"	113.050364269876
"GEORGIA"	"1952"	207.477678571429
"IDAHO"	"1952"	190.45996592845
"ILLINOIS"	"1952"	302.63510495757
"INDIANA"	"1952"	175.771456123433
"IOWA"	"1952"	143.678598629094
"KANSAS"	"1952"	327.415275670207
"KENTUCKY"	"1952"	340.958904109589
"LOUISIANA"	"1952"	19.0710767065447
"MAINE"	"1952"	1069.94535519126
"MARYLAND"	"1952"	328.6
"MASSACHUSETTS"	"1952"	952.10752688172
"MICHIGAN"	"1952"	427.142857142857
"MINNESOTA"	"1952"	109.60396039604
"MISSISSIPPI"	"1952"	60.7806691449814
"MISSOURI"	"1952"	54.4561933534743
"MONTANA"	"1952"	657.308970099668
"NEBRASKA"	"1952"	227.307398932113
"NEVADA"	"1952"	227.624309392265
"NEW HAMPSHIRE"	"1952"	447.476635514019
"NEW JERSEY"	"1952"	1354.2243902439
"NEW MEXICO"	"1952"	197.823129251701
"NEW YORK"	"1952"	515.468667719853
"NORTH CAROLINA"	"1952"	89.7541981017279
"NORTH DAKOTA"	"1952"	409.703947368421
"OHIO"	"1952"	250.018126888218
"OKLAHOMA"	"1952"	64.0378548895899
"OREGON"	"1952"	205.752212389381
"PENNSYLVANIA"	"1952"	356.393411406265
"RHODE ISLAND"	"1952"	638.653366583541
"SOUTH CAROLINA"	"1952"	87.0064279155188
"SOUTH DAKOTA"	"1952"	140.092165898618
"TENNESSEE"	"1952"	220.167064439141
"TEXAS"	"1952"	218.150108251143
"UTAH"	"1952"	678.867403314917
"VERMONT"	"1952"	1353.6
"VIRGINIA"	"1952"	376.769406392694
"WASHINGTON"	"1952"	196.486928104575
"WEST VIRGINIA"	"1952"	274.399591211037
"WISCONSIN"	"1952"	1202.70971461516
"WYOMING"	"1952"	136.518771331058
"ALABAMA"	"1953"	91.6803144448084
"ARIZONA"	"1953"	551.901565995526
"ARKANSAS"	"1953"	734.775280898876
"CALIFORNIA"	"1953"	440.657905477104
"COLORADO"	"1953"	685.394828791055
"CONNECTICUT"	"1953"	75.3690036900369
"DELAWARE"	"1953"	116.239316239316
"DISTRICT OF COLUMBIA"	"1953"	36.4197530864198
"FLORIDA"	"1953"	37.7643504531722
"GEORGIA"	"1953"	81.3378302417088
"IDAHO"	"1953"	325.167785234899
"ILLINOIS"	"1953"	170.711527854385
"INDIANA"	"1953"	160.856049736968
"IOWA"	"1953"	415.100798782807
"KANSAS"	"1953"	753.360080240722
"KENTUCKY"	"1953"	130.967964174991
"LOUISIANA"	"1953"	155.86182833217
"MAINE"	"1953"	158.488499452355
"MARYLAND"	"1953"	71.7179587066615
"MASSACHUSETTS"	"1953"	45.297544735747
"MICHIGAN"	"1953"	326.678393433011
"MINNESOTA"	"1953"	138.983606557377
"MISSISSIPPI"	"1953"	114.679334916865
"MISSOURI"	"1953"	220.92039800995
"MONTANA"	"1953"	503.409090909091
"NEBRASKA"	"1953"	184.370257966616
"NEVADA"	"1953"	103.076923076923
"NEW HAMPSHIRE"	"1953"	24.3144424131627
"NEW JERSEY"	"1953"	64.1996557659208
"NEW MEXICO"	"1953"	658.862433862434
"NEW YORK"	"1953"	65.5245701036903
"NORTH CAROLINA"	"1953"	115.922330097087
"NORTH DAKOTA"	"1953"	254.187192118227
"OHIO"	"1953"	315.772319869631
"OKLAHOMA"	"1953"	172.731439046746
"OREGON"	"1953"	560.212367270456
"PENNSYLVANIA"	"1953"	137.99474770212
"RHODE ISLAND"	"1953"	15.9509202453988
"SOUTH CAROLINA"	"1953"	89.3168271435122
"SOUTH DAKOTA"	"1953"	68.8271604938272
"TENNESSEE"	"1953"	84.2723711961434
"TEXAS"	"1953"	888.579654510557
"UTAH"	"1953"	776.184032476319
"VERMONT"	"1953"	116.358839050132
"VIRGINIA"	"1953"	135.170087152094
"WASHINGTON"	"1953"	475.385239253852
"WEST VIRGINIA"	"1953"	308.087091757387
"WISCONSIN"	"1953"	1181.1180832858
"WYOMING"	"1953"	496.551724137931
"ALABAMA"	"1954"	280.391506303915
"ARIZONA"	"1954"	531.511254019293
"ARKANSAS"	"1954"	151.038062283737
"CALIFORNIA"	"1954"	473.034677545897
"COLORADO"	"1954"	127.662424648359
"CONNECTICUT"	"1954"	223.477100933748
"DELAWARE"	"1954"	527.717391304348
"DISTRICT OF COLUMBIA"	"1954"	383.312262958281
"FLORIDA"	"1954"	312.268188302425
"GEORGIA"	"1954"	188.034425319267
"IDAHO"	"1954"	734.166666666667
"ILLINOIS"	"1954"	358.733246865543
"INDIANA"	"1954"	517.096622889306
"IOWA"	"1954"	477.151561309977
"KANSAS"	"1954"	66.356513222331
"KENTUCKY"	"1954"	1025.98208132323
"LOUISIANA"	"1954"	105.029483177246
"MAINE"	"1954"	626.752966558792
"MARYLAND"	"1954"	433.817504655493
"MASSACHUSETTS"	"1954"	475.050916496945
"MICHIGAN"	"1954"	568.596093971129
"MINNESOTA"	"1954"	92.9328621908127
"MISSISSIPPI"	"1954"	145.93023255814
"MISSOURI"	"1954"	37.8996556812592
"MONTANA"	"1954"	750
"NEBRASKA"	"1954"	191.641791044776
"NEVADA"	"1954"	182.159624413146
"NEW HAMPSHIRE"	"1954"	168.231046931408
"NEW JERSEY"	"1954"	445.820895522388
"NEW MEXICO"	"1954"	355.963302752294
"NEW YORK"	"1954"	548.36221069938
"NORTH CAROLINA"	"1954"	229.290728637134
"NORTH DAKOTA"	"1954"	454.17348608838
"OHIO"	"1954"	322.292347571284
"OKLAHOMA"	"1954"	152.150294250792
"OREGON"	"1954"	244.341943419434
"PENNSYLVANIA"	"1954"	351.82582971249
"RHODE ISLAND"	"1954"	223.651960784314
"SOUTH CAROLINA"	"1954"	254.871323529412
"SOUTH DAKOTA"	"1954"	123.511450381679
"TENNESSEE"	"1954"	416.403691574873
"TEXAS"	"1954"	906.144118348843
"UTAH"	"1954"	1043.86666666667
"VERMONT"	"1954"	760.212201591512
"VIRGINIA"	"1954"	673.558368495077
"WASHINGTON"	"1954"	857.472178060413
"WEST VIRGINIA"	"1954"	512.073490813648
"WISCONSIN"	"1954"	289.578713968958
"WYOMING"	"1954"	391.808873720136
"ALABAMA"	"1955"	67.5737704918033
"ARIZONA"	"1955"	1021.88449848024
"ARKANSAS"	"1955"	172.927536231884
"CALIFORNIA"	"1955"	511.490139343638
"COLORADO"	"1955"	309.831824062096
"CONNECTICUT"	"1955"	1256.52173913043
"DELAWARE"	"1955"	26.9922879177378
"DISTRICT OF COLUMBIA"	"1955"	57.4522292993631
"FLORIDA"	"1955"	38.0838003736322
"GEORGIA"	"1955"	67.3817381738174
"IDAHO"	"1955"	111.812297734628
"ILLINOIS"	"1955"	144.016958134605
"INDIANA"	"1955"	84.9415539766216
"IOWA"	"1955"	285.703620754013
"KANSAS"	"1955"	143.096034400382
"KENTUCKY"	"1955"	74.6735395189003
"LOUISIANA"	"1955"	5.66870332654447
"MAINE"	"1955"	693.683083511777
"MARYLAND"	"1955"	80.7075127644055
"MASSACHUSETTS"	"1955"	956.902908643998
"MICHIGAN"	"1955"	308.771448181194
"MINNESOTA"	"1955"	224.590163934426
"MISSISSIPPI"	"1955"	69.9514563106796
"MISSOURI"	"1955"	96.5408805031446
"MONTANA"	"1955"	447.641509433962
"NEBRASKA"	"1955"	12.0815138282387
"NEVADA"	"1955"	165.400843881857
"NEW HAMPSHIRE"	"1955"	827.468581687612
"NEW JERSEY"	"1955"	930.788804071247
"NEW MEXICO"	"1955"	621.783439490446
"NEW YORK"	"1955"	239.878491795065
"NORTH CAROLINA"	"1955"	29.5143800094295
"NORTH DAKOTA"	"1955"	397.723577235772
