"","BusStopCode","RoadName","Description","Latitude","Longitude"
"1","01012","Victoria St","Hotel Grand Pacific",1.29684825487647,103.85253591654
"2","01013","Victoria St","St. Joseph's Ch",1.29770970610083,103.853224746322
"3","01019","Victoria St","Bras Basah Cplx",1.29698951191332,103.853022011725
"4","01029","Nth Bridge Rd","Cosmic Insurance Bldg",1.2966729849642,103.854414224643
"5","01039","Nth Bridge Rd","Nth Bridge Commercial Cplx",1.29820784139683,103.855491398374
"6","01059","Victoria St","Bugis Stn",1.30075679526626,103.856110404576
"7","01109","Queen St","Queen St Ter",1.30358577565355,103.856503729982
"8","01112","Victoria St","Opp Bugis Junction",1.30015494414022,103.855233228552
"9","01113","Victoria St","Bugis Stn",1.30117297541547,103.856114010639
"10","01119","Victoria St","Bugis Junction",1.2996041093804,103.855129340796
"11","01121","Victoria St","Stamford Pr Sch",1.30393809691048,103.858679992432
"12","01129","Victoria St","Opp Stamford Pr Sch",1.30350269187301,103.858645307185
"13","01139","Nth Bridge Rd","Parkview Sq",1.30033057855542,103.857160806659
"14","01211","Victoria St","Opp Blk 461",1.30551803523268,103.860544951603
"15","01219","Victoria St","Blk 461",1.30526598535719,103.860720199146
"16","01229","Nth Bridge Rd","Bef Sultan Mque",1.30337552638813,103.859630891983
"17","01231","Jln Sultan","Opp Textile Ctr",1.3032499999752,103.861083055966
"18","01239","Jln Sultan","Sultan Plaza",1.30291236608351,103.861618176111
"19","01311","Kallang Rd","Lavender Stn",1.3070916463394,103.86219695241
"20","01319","Kallang Rd","Lavender Stn",1.30757426746418,103.863255961235
"21","01329","Nth Bridge Rd","Blk 8",1.30495670239172,103.863630284841
"22","01339","Crawford St","Bef Crawford Bridge",1.30774601733202,103.864262746544
"23","01341","Crawford St","Southbank",1.30647555600578,103.864525277987
"24","01349","Crawford St","Opp Blk 4",1.30568635716829,103.865439944179
"25","01411","Beach Rd","Keypoint Bldg",1.30211332865049,103.862955981673
"26","01419","Beach Rd","St. John HQ",1.3020199999911,103.863263333012
"27","01421","Beach Rd","Opp Golden Mile Cplx",1.30338444400173,103.864838888986
"28","01429","Beach Rd","Golden Mile Cplx",1.3032136089394,103.865015848078
"29","01511","Beach Rd","Opp The Gateway",1.29919826103807,103.858645183024
"30","01519","Beach Rd","The Gateway",1.29907492488417,103.858910297344
"31","01521","Beach Rd","Opp Plaza Parkroyal",1.30088304437602,103.860660981822
"32","01529","Beach Rd","Plaza Parkroyal",1.30041667676526,103.860441152599
"33","01541","Rochor Rd","Aft Beach Rd",1.29886465442254,103.857345836287
"34","01549","Ophir Rd","Near Bali Lane",1.30069868861162,103.858731204671
"35","01559","Ophir Rd","Landmark Village Hotel",1.30168731070562,103.857529239616
"36","01611","Beach Rd","Raffles Hotel",1.29529638630566,103.8553903997
"37","01619","Beach Rd","Opp Raffles Hotel",1.29428694178246,103.855038094242
"38","01621","Beach Rd","Opp Shaw Twrs",1.29695888888745,103.856556111098
"39","01629","Beach Rd","Shaw Twrs",1.29695972219958,103.856865277802
"40","01631","Middle Rd","Aft Beach Rd",1.29693614589482,103.855805555281
"41","01639","Middle Rd","Bef Beach Rd",1.29738750001468,103.855575832976
"42","02011","Fullerton Rd","Victoria Concert Hall",1.28829500000607,103.852088888992
"43","02029","Connaught Dr","Opp S'pore Cricket Club",1.28879015142476,103.852933180668
"44","02031","St. Andrew's Rd","St. Andrew's Cath",1.29141338913811,103.852648580117
"45","02049","Bras Basah Rd","Raffles Hotel",1.29452091230981,103.854021555052
"46","02051","Raffles Ave","Seating Gallery",1.2895030556082,103.859033888993
"47","02061","Raffles Ave","The Esplanade",1.2899638888957,103.856403888863
"48","02089","Raffles Blvd","Pan Pacific Hotel",1.29152694444975,103.85920611105
"49","02099","Raffles Blvd","Marina Ctr Ter",1.29101661693418,103.862557721725
"50","02101","Raffles Ave","Bef Temasek Ave",1.28939197625331,103.861802927625
"51","02111","Esplanade Dr","Esplanade Bridge",1.29095592348389,103.854534194352
"52","02119","Nicoll Highway","One Raffles Link",1.29184407356581,103.855343343051
"53","02129","Republic Blvd","Aft Raffles Blvd",0,0
"54","02139","Republic Blvd","Bef Republic Ave",0,0
"55","02141","Temasek Blvd","Suntec Twr Two",1.29576571603037,103.859338146329
"56","02149","Temasek Blvd","Suntec Twr Three",1.29560459817725,103.859555330292
"57","02151","Temasek Blvd","Suntec Convention Ctr",1.29317776320814,103.85784623004
"58","02159","Temasek Blvd","Opp Suntec Convention Ctr",1.29360811227161,103.858406728286
"59","02161","Temasek Ave","Opp Millenia Twr",1.29268553508737,103.860931561882
"60","02169","Temasek Ave","Centennial Twr",1.29333836780589,103.860708490528
"61","02171","Temasek Ave","Opp The Ritz-Carlton",1.29070000003898,103.86092194446
"62","02181","Parliament Pl","Supreme Ct",1.28947444402148,103.850981667
"63","03011","Fullerton Rd","Fullerton Sq",1.2855975891826,103.853335977045
"64","03019","Collyer Quay","OUE Bayfront",1.284245000013,103.853108055996
"65","03021","Cecil St","Prudential Twr",1.28255524603003,103.849989037893
"66","03031","Robinson Rd","Opp AIA Twr",1.28207492207952,103.850860749251
"67","03041","Cross St","Opp PWC Bldg",1.28179509394707,103.848932073917
"68","03059","Raffles Quay","One Raffles Quay",1.28097649556002,103.851356525795
"69","03071","Robinson Rd","Opp The Ogilvy Ctr",1.27992132484601,103.849380316771
"70","03111","Robinson Rd","Aft Capital Twr",1.2778259536079,103.848101171973
"71","03129","Shenton Way","UIC Bldg",1.27807003532092,103.849567181238
"72","03151","Cecil St","Opp GB Bldg",1.27892124625262,103.847762346271
"73","03211","Palmer Rd","Bef Shenton Way",1.27327487841145,103.846644676557
"74","03217","Shenton Way","Opp AXA Twr",1.27552218897645,103.847944367492
"75","03218","Shenton Way","Opp MAS Bldg",1.2740788888387,103.846873888904
"76","03219","Palmer Rd","Aft Shenton Way",1.2732350000748,103.847316000014
"77","03222","Anson Rd","Hub Synergy Pt",1.27397836925637,103.844895629224
"78","03223","Anson Rd","Intl Plaza",1.2757033952327,103.84632468222
"79","03239","Palmer Rd","Shenton Way Ter",1.27290689171187,103.84670669187
"80","03241","Anson Rd","Mapletree Anson",1.27456,103.84537
"81","03299","Prince Edward Rd","Prince Edward Rd",0,0
"82","03301","Marina Stn Rd","Express",0,0
"83","03309","Marina Stn Rd","Marina Stn Rd",0,0
"84","03311","Marina St","Marina Bay Stn",1.27521793245506,103.855271326349
"85","03319","Marina St","Opp Marina Bay Stn",1.27496034569367,103.855297115104
"86","03321","Marina Pl","Bef Marina City Pk",1.27621825142233,103.859218749489
"87","03329","Marina Pl","Aft Marina City Pk",1.27638333301002,103.85950944397
"88","03331","Marina Blvd","Bef Marina Gdns Dr",1.27663307202767,103.860768080248
"89","03339","Central Blvd","Aft Marina Gdns Dr",1.27498516412784,103.859500162505
"90","03341","Marina Gdns Dr","Bef Gdns by the Bay",1.27959780011944,103.864337684408
"91","03349","Marina Gdns Dr","Aft Gdns by the Bay",1.27965600609923,103.864778079555
"92","03359","Marina Stn Rd","Aft Marina Street",1.27474694449323,103.854011111105
"93","03369","Marina Gdns Dr","Marina Barrage",1.27960772061959,103.869874477407
"94","03371","Marina Gdns Dr","Gdns by the Bay",1.28066479303461,103.866269555234
"95","03381","Marina Blvd","The Sail",1.28162601329006,103.853065137257
"96","03391","Marina Blvd","Marina Bay Financial Ctr",1.28037660340352,103.85498006768
"97","03411","Marina Coastal Dr","Opp Marina Sth Pier",1.27159299884076,103.863009004882
"98","03419","Marina Coastal Dr","Marina Sth Pier",1.27127698470973,103.862976931578
"99","03421","Marina Coastal Dr","Marina Bay Cruise Ctr",1.26694090294712,103.859647781347
"100","03501","Bayfront Ave","Marina Bay Sands Theatre",1.28500467671367,103.860611053864
"101","03509","Bayfront Ave","Marina Bay Sands Hotel",1.28314999997332,103.860043888918
"102","03511","Bayfront Ave","Marina Bay Sands MICE",1.28194779470571,103.858970648725
"103","03519","Bayfront Ave","Opp Marina Bay Sands MICE",1.28124500000125,103.858847999974
"104","03529","Central Blvd","Downtown Stn",1.27939957419063,103.852787699217
"105","03531","Central Blvd","Bef Marina Way",1.27865936003981,103.854177699957
"106","03539","Central Blvd","Marina Bay Stn",1.2775330547661,103.855616100129
"107","03885","ECP","Express",0,0
"108","03995","Prince Edward Rd","Express",0,0
"109","04019","Bencoolen St","MANULIFE CTR",1.29807216909408,103.849756073058
"110","04029","Bencoolen St","Aft Prinsep Link",1.29948166696821,103.850926667012
"111","04111","Stamford Rd","Capitol Bldg",1.2940020309036,103.851289839255
"112","04121","Stamford Rd","SMU",1.29618544092334,103.849580299746
"113","04131","Armenian St","Bef Stamford Rd",0,0
"114","04142","Hill St","Armenian Ch",1.2930982644668,103.849659945007
"115","04143","Hill St","Stamford Ct",1.29411640848293,103.850206069055
"116","04149","Hill St","Grand Pk City Hall",1.29276132399953,103.849837413443
"117","04151","Victoria St","Cath Of The Good Shepherd",1.29533777799211,103.851139721981
"118","04159","Victoria St","Aft Chijmes",1.29489484954945,103.851081386639
"119","04167","Nth Bridge Rd","St. Andrew's Cath",1.29250006522444,103.851453154686
"120","04168","Nth Bridge Rd","Opp Peninsula Plaza",1.29208221483052,103.851259946803
"121","04179","Bras Basah Rd","NTUC Income Ctr",1.29647916306741,103.851471644872
"122","04189","Bras Basah Rd","Manulife Ctr",1.29780475650708,103.849749999983
"123","04211","River Valley Rd","Clarke Quay",1.29043611099357,103.847124443981
"124","04219","River Valley Rd","Opp Clarke Quay",1.29096802754795,103.84686777837
"125","04222","Eu Tong Sen St","Clarke Quay Stn",1.28898962180798,103.847089763656
"126","04223","Hill St","Old Hill St Police Stn",1.29084476137495,103.848579010227
"127","04229","Hill St","High St Ctr",1.29044830830726,103.848751235453
"128","04231","Eu Tong Sen St","Clarke Quay Stn",0,0
"129","04239","New Bridge Rd","Clarke Quay Stn",1.28882717929599,103.847493811865
"130","04249","Nth Bridge Rd","Opp The Treasury",1.29043039362749,103.850262165082
"131","04251","Nth Boat Quay","Opp High St Ctr",1.28973833297563,103.84888472198
"132","04311","Clemenceau Ave","Aft River Valley Rd",1.29464575337351,103.843921422931
"133","04321","Clemenceau Ave","Shell HSE",1.2921400077773,103.843036461911
"134","04329","Clemenceau Ave","Opp Shell HSE",1.29197057108024,103.843283849735
"135","04331","River Valley Rd","Liang Ct",1.29183939431601,103.845040893827
"136","04339","River Valley Rd","Opp Liang Ct",1.29221099996741,103.84500500003
"137","05009","Nth Canal Rd","Opp OCBC Ctr",1.28592554082489,103.849236429653
"138","05012","Eu Tong Sen St","Pearl's Ctr",1.28154583300728,103.840877221995
"139","05013","Eu Tong Sen St","People's Pk Cplx",1.28406979945936,103.84299874304
"140","05019","New Bridge Rd","Opp Pearl's Ctr",1.28118388885484,103.841050000005
"141","05022","Eu Tong Sen St","People's Pk Ctr",1.28571089865595,103.844372034053
"142","05023","Eu Tong Sen St","Opp Hong Lim Pk",1.28692928357498,103.845403756425
"143","05029","Sth Bridge Rd","Boat Quay",1.28724656561704,103.848333437502
"144","05039","New Bridge Rd","New Bridge Ctr",1.28293819129834,103.842542767546
"145","05049","New Bridge Rd","Chinatown Pt",1.28531114761754,103.844550706968
"146","05059","New Bridge Rd","Hong Lim Pk",1.28676420118491,103.845750364471
"147","05069","New Bridge Rd","Outram Pk Stn",1.28027629959632,103.840297914431
"148","05129","Upp Pickering St","Hong Lim Pk",1.28601166699569,103.846346667011
"149","05131","Upp Cross St","Opp Hong Lim Cplx",1.28398513155185,103.845273872897
"150","05189","Sth Bridge Rd","Opp Sri Mariamman Tp",1.2820913960391,103.84528061447
"151","05199","Sth Bridge Rd","Opp Hong Lim Cplx",1.28447078699184,103.846670792343
"152","05239","Neil Rd","Bef The Pinnacle@Duxton",1.27836884877795,103.841346502297
"153","05241","Kreta Ayer Rd","Opp Blk 333",1.28079364568802,103.84220112326
"154","05259","Neil Rd","Aft Kreta Ayer Rd",1.279157173483,103.842000869404
"155","05269","Sth Bridge Rd","Maxwell Rd FC",1.28112262018573,103.844724249085
"156","05271","Tg Pagar Rd","Opp Fairfield Meth Ch",1.27975329525167,103.843822124191
"157","05319","Church St","OCBC Ctr",1.28449667301849,103.849086858503
"158","05411","Tg Pagar Rd","Tg Pagar Plaza",1.27519165673078,103.843091903939
"159","05419","Tg Pagar Rd","The Amara",1.27470669455555,103.843186838389
"160","05421","Tg Pagar Rd","Aft Craig Rd",1.27777470568529,103.843463472893
"161","05429","Tg Pagar Rd","Bef Wallich St",1.27769413050075,103.843706543725
"162","05519","Cantonment Rd","Opp Maritime Hse",1.27553472200739,103.841126944005
"163","05521","Cantonment Rd","Maritime Hse",1.27676861098316,103.840592222003
"164","05629","Cantonment Rd","Opp Sth Pt",1.27329192032102,103.841929093431
"165","05631","Cantonment Link","Blk 16",1.27346055934188,103.840347181906
"166","05641","Keppel Rd","Customs Port Br HQ",1.27272393115133,103.841406187852
"167","05649","Keppel Rd","Opp Customs Port Br HQ",1.2723842122117,103.840939122181
"168","05651","Tg Pagar Rd","Opp Fuji Xerox Twrs",1.27324242161317,103.843050852323
"169","06011","Outram Rd","Opp Outram Pk Stn",1.28165999996967,103.838013888862
"170","06029","Outram Rd","Outram Pk Stn",1.28168237144906,103.83875642421
"171","06031","Chin Swee Rd","Opp Blk 13",1.28607055552165,103.838791666622
"172","06039","Chin Swee Rd","Blk 8",1.28705997883119,103.839625556117
"173","06049","Outram Rd","BEF OUTRAM FLYOVER",1.28474856880259,103.835177050552
"174","06051","Tiong Bahru Rd","Blk 55",1.28475980959972,103.834056717255
"175","06069","Outram Rd","Aft Furama RiverFront",1.28623157720487,103.834961624457
"176","06071","Zion Rd","Blk 2B",1.28685859481289,103.833600282666
"177","06081","Zion Rd","Blk 94",1.28837086415387,103.833498817805
"178","06129","Kim Seng Rd","Grand Copthorne Hotel",1.29078162052352,103.834409167056
"179","06131","Zion Rd","The Boys' Brigade HQ",1.29152472200833,103.832227500015
"180","06141","Havelock Rd","Holiday Inn Atrium",1.28963300933974,103.833812419218
"181","06149","Havelock Rd","Opp Holiday Inn Atrium",1.28984045728104,103.834115266769
"182","06151","Havelock Rd","Hotel Miramar",1.28870976841461,103.837372769692
"183","06159","Havelock Rd","River View Hotel",1.28909385421188,103.836879403602
"184","06161","Havelock Rd","Blk 2",1.28901705678419,103.839942860967
"185","06169","Havelock Rd","River Pl Condo",1.28937078931125,103.839989449376
"186","06171","Upp Cross St","Opp State Ct",1.2860773006121,103.842447885808
"187","06189","Havelock Rd","Ctrl Sq",1.28779136477868,103.843294280896
"188","07011","Selegie Rd","Peace Ctr",1.30099699058522,103.849810187431
"189","07021","Selegie Rd","Selegie Ctr",1.30324521574524,103.849957767668
"190","07031","S'goon Rd","Tekka Ctr",1.30572083298412,103.851205833032
"191","07111","S'goon Rd","Broadway Hotel",1.30879366465919,103.853175199407
"192","07211","S'goon Rd","Sri Srinivasa Perumal Tp",1.31313747728456,103.856356143971
"193","07221","S'goon Rd","Sri Vadapathira K Tp",1.31503278656775,103.857882704321
"194","07231","Kitchener Rd","Bef Tai Hoe Hotel",1.30964820661492,103.857353913814
"195","07239","Kitchener Rd","Opp New Pk Ctrl",0,0
"196","07241","Lavender St","Umar P Tamil Lang Ctr",1.31557142083242,103.859006166989
"197","07249","Lavender St","Opp Umar P Tamil Lang Ctr",1.31538504412508,103.859467696952
"198","07319","Jln Besar","Aft Allenby Rd",1.31038833299803,103.85870666697
"199","07329","Jln Besar","Hoa Nam Bldg",1.31284472583438,103.859890882885
"200","07331","Kitchener Rd","Aft King George's Ave",1.30824994545395,103.858909607192
"201","07351","Lavender St","Eminent Plaza",1.31351833300073,103.860545278031
"202","07359","Lavender St","Opp Eminent Plaza",1.31358973166058,103.860793040258
"203","07361","Lavender St","Bef Kallang Bahru",1.31167636068313,103.861894837286
"204","07369","Lavender St","Aft Kallang Bahru",1.31140805601851,103.862378888991
"205","07371","Lavender St","Aft Kallang Rd",1.30950750000455,103.863501389025
"206","07379","Lavender St","Bef Kallang Rd",1.31017336740849,103.863382255348
"207","07419","Jln Besar","Opp Veerasamy Rd",1.30653024120879,103.856163024931
"208","07509","Bencoolen St","SMU",1.29734200002733,103.849040999998
"209","07517","Bencoolen St","Opp Burlington Sq",1.30138184852118,103.852525646511
"210","07518","Bencoolen St","Fortune Ctr",1.30097493989394,103.852179862414
"211","07529","Jln Besar","Bef Sim Lim Twr",1.30431906266143,103.85501564257
"212","07531","Rochor Canal Rd","Rochor Stn",1.30365644370093,103.852573232613
"213","07539","Sungei Rd","Opp Rochor Stn",1.30461300741211,103.852000972095
"214","07551","Rochor Rd","Fu Lu Shou Cplx",1.30171975809706,103.854613226702
"215","07561","Middle Rd","Opp Midlink Plaza",1.29945446471936,103.852679838573
"216","07569","Middle Rd","Midlink Plaza",1.29949531348401,103.853013953762
"217","07571","Middle Rd","Opp Prime Ctr",1.30063444632288,103.851140093146
"218","07589","Ophir Rd","Opp Rochor Ctr",1.30320609782822,103.855499999834
"219","08011","Clemenceau Ave","Opp Haw Par Glass Twr",1.29706985017362,103.843610286725
"220","08019","Clemenceau Ave","Aft Haw Par Glass Twr",1.29624633745957,103.844070092284
"221","08031","Penang Rd","Dhoby Ghaut Stn",1.29831153783592,103.845256959553
"222","08041","Orchard Rd","YMCA",1.29811014243867,103.847806369095
"223","08057","Orchard Rd","Dhoby Ghaut Stn",1.29930997279734,103.845290214297
"224","08058","Orchard Rd","Macdonald Hse",1.2989583431631,103.846541152712
"225","08069","Bras Basah Rd","Rendezvous Hotel S'pore",1.29821382250893,103.84936128376
"226","08079","Prinsep St","Sch of the Arts",1.29921444445586,103.84910329218
"227","08111","Penang Rd","Winsland Hse",1.29986928715834,103.840937460889
"228","08121","Somerset Rd","Somerset Stn",1.30027569326586,103.838776184597
"229","08137","Orchard Rd","Orchard Plaza",1.30073968408393,103.841005008168
"230","08138","Orchard Rd","Concorde Hotel S'pore",1.3004785730821,103.841847006076
"231","09011","Orchard Turn","Opp Ngee Ann City",1.30211335092372,103.834316723768
"232","09022","Orchard Blvd","Opp Orchard Stn",1.30252834773643,103.83239784276
"233","09023","Orchard Turn","Orchard Stn",1.30323727330942,103.832541800234
"234","09037","Orchard Rd","Opp Mandarin Orchard",1.3023400420296,103.837012533882
"235","09038","Orchard Rd","Midpoint Orchard",1.30154262450563,103.838524818423
"236","09047","Orchard Rd","Tang Plaza",1.30446065207443,103.832944672086
"237","09048","Orchard Rd","Lucky Plaza",1.30386684425114,103.834130700514
"238","09059","Grange Rd","Natl Youth Council",1.30044251755834,103.83623804216
"239","09111","Orchard Blvd","Opp Four Seasons Hotel",1.30453752623147,103.82914529615
"240","09121","Orchard Blvd","Bef Tomlinson Rd",1.30397379238249,103.826996451245
"241","09131","Grange Rd","Grange Residences",1.30391999998489,103.823338056031
"242","09139","Grange Rd","Aft Cuscaden Rd",1.30369021410801,103.823640079977
"243","09141","Napier Rd","British Council",1.30543500002797,103.821776667023
"244","09149","Napier Rd","Opp British Council",1.30581022717124,103.82182231623
"245","09159","Tanglin Rd","Aft Tomlinson Rd",1.30602637557418,103.825680426206
"246","09169","Orchard Rd","Delfi Orchard",1.3070135326348,103.82835507326
"247","09179","Orchard Rd","Royal Thai Embassy",1.30587966240898,103.830490046186
"248","09191","Tomlinson Rd","The Regent S'pore",1.30488653118311,103.825497558345
"249","09212","Scotts Rd","Royal Plaza On Scotts",1.30702238421536,103.832655226626
"250","09213","Scotts Rd","Thong Teck Bldg",1.30783805600034,103.83305083303
"251","09219","Scotts Rd","Far East Plaza",1.30731999685228,103.833160882917
"252","10009","Bt Merah Ctrl","Bt Merah Int",1.28210155945393,103.817224802632
"253","10011","New Bridge Rd","Opp New Bridge Rd Ter",1.2777380589964,103.837497091652
"254","10017","Eu Tong Sen St","Aft Hosp Dr",1.27832046633393,103.8376257476
"255","10018","Eu Tong Sen St","Bef Outram Rd",1.27900819665099,103.83860360622
"256","10021","Neil Rd","Blk 3",1.27744837946643,103.838388945608
"257","10039","Kg Bahru Rd","Bef Hosp Dr",1.27734776750189,103.836369958857
"258","10041","Kg Bahru Rd","Aft Blair Rd",1.27605834770353,103.835190653057
"259","10049","Kg Bahru Rd","Aft Jln Bt Merah",1.27623302424393,103.834837867722
"260","10051","Jln Bt Merah","Blk 149",1.2774116353284,103.832144109148
"261","10059","Jln Bt Merah","Opp Blk 149",1.27739664167497,103.832751780779
"262","10061","Jln Bt Merah","Blk 140",1.27860472196885,103.829486388982
"263","10069","Jln Bt Merah","Opp Blk 140",1.27855472196877,103.830082500017
"264","10071","Jln Bt Merah","Blk 111",1.28045309423663,103.826389207548
"265","10079","Jln Bt Merah","Blk 201",1.2803950142786,103.827089068876
"266","10081","Jln Bt Merah","Opp Blk 120",1.2822783541702,103.822417443386
"267","10089","Jln Bt Merah","Blk 119",1.28292332245689,103.821656609059
"268","10091","Jln Bt Merah","Bt Merah Town Ctr",1.28394108576437,103.817839622511
"269","10099","Jln Bt Merah","Opp Bt Merah Town Ctr",1.28420923932422,103.817657232258
"270","10101","Jln Bt Merah","SPRING S'pore Bldg",1.28502568134889,103.813743660114
"271","10109","Jln Bt Merah","Opp SPRING S'pore Bldg",1.28531403163162,103.813655376426
"272","10111","Jln Bt Merah","Opp Blk 28",1.28592835098556,103.809354109584
"273","10119","Jln Bt Merah","Opp Pacific Tech Ctr",1.28598009010704,103.811225150878
"274","10121","Kim Tian Rd","Blk 126 CP",1.28266111197257,103.828941111733
"275","10129","Kim Tian Rd","Blk 121",1.28231999999009,103.82857194448
"276","10131","Jln Bt Merah","Opp Blk 2",1.28619141382394,103.806865490593
"277","10139","Jln Bt Merah","Blk 1",1.28635135443034,103.808100022344
"278","10141","Tiong Bahru Rd","Blk 18",1.28583847140468,103.832381798976
"279","10149","Tiong Bahru Rd","Blk 1",1.28606797463712,103.832833843111
"280","10151","Tiong Bahru Rd","Ctrl Green Condo",1.28572048365401,103.828529228709
"281","10161","Tiong Bahru Rd","Opp Tiong Bahru Plaza",1.28593135445772,103.826689692315
"282","10169","Tiong Bahru Rd","Tiong Bahru Plaza",1.28599961406266,103.82748123931
"283","10171","Tiong Bahru Rd","Henderson Pk",1.28736808047078,103.823460048908
"284","10179","Tiong Bahru Rd","Tiong Bahru Pk",1.28722333302937,103.823958333014
"285","10181","Tiong Bahru Rd","Bef Al-Rabitah Mque",1.28848771148124,103.820944846739
"286","10189","Tiong Bahru Rd","Blk 104A CP",1.28858805222806,103.821831928652
"287","10191","Tiong Bahru Rd","Blk 78",1.28860026020096,103.81903121724
"288","10199","Tiong Bahru Rd","Delta Swim Cplx",1.28875723330649,103.819366186622
"289","10201","Tiong Bahru Rd","Opp Redhill Stn",1.28928144532567,103.816628546912
"290","10209","Tiong Bahru Rd","Redhill Stn",1.28954631749853,103.816728854507
"291","10211","Leng Kee Rd","Porsche Ctr S'pore",1.29075499997303,103.811441667008
"292","10219","Leng Kee Rd","Opp Motor Image",1.29089526651849,103.811914248833
"293","10221","Ganges Ave","Ganges Ctr",1.29032906602668,103.831117934416
"294","10229","Ganges Ave","Opp Harvest Mans",1.29052137840164,103.831781895296
"295","10231","Ganges Ave","Blk 51 CP",1.2904161299801,103.827914313935
"296","10239","Ganges Ave","Blk 79",1.29061878566593,103.828660112866
"297","10241","Alexandra Rd","Gan Eng Seng Sec Sch",1.2906166672167,103.823623268031
"298","10249","Alexandra Rd","Opp Gan Eng Seng Sec Sch",1.29088138899671,103.824077777978
"299","10261","Alexandra Rd","Delta Sports Hall",1.29090335842692,103.820472328842
"300","10269","Alexandra Rd","Opp Delta Sports Hall",1.29125331927458,103.820575832808
"301","10271","Alexandra Rd","Opp Tanglin View",1.29115999997607,103.817576667014
"302","10279","Alexandra Rd","Tanglin View",1.29151373164978,103.817576608877
"303","10281","Alexandra Rd","SIS Bldg",1.29153833298318,103.814451666978
"304","10289","Alexandra Rd","Opp SIS Bldg",1.2918699745378,103.814406394484
"305","10291","Alexandra Rd","Aft SM Motors Ctr",1.29215855273858,103.810658660681
"306","10299","Alexandra Rd","Opp SM Motors Ctr",1.29233498466278,103.811464867677
"307","10301","Margaret Dr","Opp Blk 108",1.29677663321893,103.8100723755
"308","10309","Margaret Dr","Blk 118",1.29652831402079,103.810430153935
"309","10311","Margaret Dr","Opp Queenstown Sec Sch",1.29558725421379,103.813177786214
"310","10319","Margaret Dr","Queenstown Sec Sch",1.29402805636905,103.814208268099
"311","10321","Tanglin Rd","Aft Margaret Dr",1.29428332949691,103.815878398828
"312","10329","Tanglin Rd","Crescent Girls' Sch",1.29364671283262,103.815974601075
"313","10331","Henderson Rd","Bef Bt Merah Ctrl",1.28136306628839,103.818344232286
"314","10339","Henderson Rd","Aft Bt Merah Ctrl",1.28115835063292,103.818572508449
"315","10341","Henderson Rd","Henderson Sec Sch",1.28484639603431,103.820593014679
"316","10349","Henderson Rd","Blk 116",1.2849833405097,103.821041495554
"317","10351","Henderson Rd","Blk 96",1.28675501760897,103.822049901819
"318","10359","Henderson Rd","Bet Blks 110/113",1.28723833324362,103.822592989978
"319","10361","Lower Delta Rd","Cendex Ctr",1.28038092060065,103.823530258088
"320","10369","Lower Delta Rd","Opp Cendex Ctr",1.28037471151153,103.82387343933
"321","10371","Lower Delta Rd","Blk 129",1.28365072319387,103.824502653383
"322","10379","Lower Delta Rd","Blk 25B",1.28373603376667,103.824895209297
"323","10381","Lower Delta Rd","Opp Blk 48",1.28906972186602,103.82559411728
"324","10389","Lower Delta Rd","Blk 48",1.28875832991208,103.825734550471
"325","10391","Kg Bahru Rd","Opp Melati Blk 2",1.27619610041717,103.831110056825
"326","10399","Kg Bahru Rd","Melati Blk 2",1.27588166292683,103.830194542052
"327","10401","Hoy Fatt Rd","Shriro Hse",1.28816729863,103.811678504019
"328","10409","Hoy Fatt Rd","Blk 50",1.28788221830638,103.810993177757
"329","10411","Hoy Fatt Rd","Opp Blk 53",1.28912979528004,103.812808400301
"330","10419","Hoy Fatt Rd","Blk 52",1.28842024220748,103.812575497495
"331","10421","Lengkok Bahru","Blk 63B",1.2889706156154,103.815035409918
"332","10429","Lengkok Bahru","Blk 54",1.2892779060127,103.814048054222
"333","10431","Lengkok Bahru","Bt Merah Skills Dev Ctr",1.28708384358883,103.813998699175
"334","10439","Lengkok Bahru","Blk 55",1.28747956947939,103.814189365803
"335","10441","Lengkok Bahru","Opp Blk 44",1.28656898930199,103.811606168721
"336","10449","Lengkok Bahru","Blk 44",1.28666552495266,103.81195378047
"337","10451","Redhill Rd","Opp Blk 71",1.28762380319765,103.817255963968
"338","10459","Redhill Rd","Blk 72",1.28754723360397,103.816399203017
"339","10461","Kay Siang Rd","Aft Margaret Dr",1.29680597432594,103.811691405161
"340","10469","Kay Siang Rd","Bef Margaret Dr",1.29668400003303,103.8121691897
"341","10471","Kay Siang Rd","Bef Tanglin Rd",1.29666888890258,103.814689245283
"342","10479","Kay Siang Rd","Aft Tanglin Rd",1.29668100002552,103.81547381026
"343","10481","Redhill Cl","Opp Blk 73",1.28784195484767,103.817971601133
"344","10489","Redhill Cl","Blk 73",1.28811638897142,103.817783889002
"345","10501","Jln Bt Merah","Blk 104",1.28105845355429,103.825280654113
"346","10519","Delta Rd","Blk 4",1.29172303079906,103.826109493566
"347","10589","Eu Tong Sen St","New Bridge Rd Ter",1.27834286449931,103.837312904708
"348","10599","Jln Rumah Tinggi","Opp Blk 36",1.28883435010664,103.80924997345
"349","10651","Bt Merah Ctrl","Blk 161",1.28329993019059,103.815476650177
"350","10659","Bt Merah Ctrl","Blk 1003",1.28362333298689,103.814728333018
"351","10985","CTE","Express",0,0
"352","10986","CTE","Express",0,0
"353","10991","CTE","Express",0,0
"354","10992","CTE","Express",0,0
"355","10995","CTE","Express",0,0
"356","10996","CTE","Express",0,0
